datetime,open,high,low,close,volume
2025-03-27 09:39:00-05:00,20165.5,20166.5,20150.75,20151.5,5404
2025-03-27 09:40:00-05:00,20151.5,20156.75,20139.75,20156.0,5281
2025-03-27 09:41:00-05:00,20156.25,20162.75,20148.5,20159.25,4447
2025-03-27 09:42:00-05:00,20159.0,20168.5,20155.25,20161.0,3995
2025-03-27 09:43:00-05:00,20160.75,20172.0,20157.25,20157.25,3749
2025-03-27 09:44:00-05:00,20158.5,20160.75,20152.25,20158.0,2998
2025-03-27 09:45:00-05:00,20158.75,20167.75,20153.5,20163.25,3190
2025-03-27 09:46:00-05:00,20163.25,20166.5,20156.0,20163.5,2592
2025-03-27 09:47:00-05:00,20164.25,20167.75,20153.75,20156.0,3118
2025-03-27 09:48:00-05:00,20156.25,20157.5,20147.25,20153.5,3739
2025-03-27 09:49:00-05:00,20154.0,20159.5,20140.5,20143.5,3810
2025-03-27 09:50:00-05:00,20143.5,20155.0,20133.0,20134.25,4197
2025-03-27 09:51:00-05:00,20134.5,20154.0,20130.0,20153.5,4689
2025-03-27 09:52:00-05:00,20153.25,20162.5,20150.5,20158.75,3444
2025-03-27 09:53:00-05:00,20159.0,20181.25,20157.25,20178.25,6774
2025-03-27 09:54:00-05:00,20178.0,20185.5,20172.0,20185.25,4919
2025-03-27 09:55:00-05:00,20185.25,20194.5,20181.0,20194.25,4942
2025-03-27 09:56:00-05:00,20194.25,20199.0,20172.0,20177.75,5509
2025-03-27 09:57:00-05:00,20177.75,20182.0,20173.25,20178.0,2257
2025-03-27 09:58:00-05:00,20178.0,20179.5,20170.5,20175.0,2335
2025-03-27 09:59:00-05:00,20174.75,20190.25,20173.0,20189.0,2757
2025-03-27 10:00:00-05:00,20189.25,20193.5,20180.25,20189.25,4214
2025-03-27 10:01:00-05:00,20189.5,20194.0,20176.5,20181.75,3036
2025-03-27 10:02:00-05:00,20181.75,20184.75,20173.0,20173.5,2209
2025-03-27 10:03:00-05:00,20173.5,20177.0,20164.0,20170.0,3650
2025-03-27 10:04:00-05:00,20170.25,20175.5,20165.5,20173.0,2370
2025-03-27 10:05:00-05:00,20173.0,20181.0,20167.0,20172.25,2857
2025-03-27 10:06:00-05:00,20172.0,20184.25,20171.25,20181.75,2230
2025-03-27 10:07:00-05:00,20181.75,20184.0,20170.0,20176.0,2483
2025-03-27 10:08:00-05:00,20176.5,20176.75,20154.25,20156.75,4668
2025-03-27 10:09:00-05:00,20157.0,20157.0,20148.0,20149.25,3685
2025-03-27 10:10:00-05:00,20149.25,20175.75,20144.5,20171.0,5396
2025-03-27 10:11:00-05:00,20171.0,20174.25,20154.5,20165.75,4651
2025-03-27 10:12:00-05:00,20166.0,20170.75,20156.25,20164.0,2455
2025-03-27 10:13:00-05:00,20164.25,20166.25,20155.25,20157.75,1773
2025-03-27 10:14:00-05:00,20158.5,20166.0,20156.75,20163.75,1552
2025-03-27 10:15:00-05:00,20164.0,20164.25,20146.5,20153.5,2863
2025-03-27 10:16:00-05:00,20153.25,20157.5,20142.0,20144.0,2929
2025-03-27 10:17:00-05:00,20143.5,20155.0,20140.0,20153.5,2689
2025-03-27 10:18:00-05:00,20153.25,20162.0,20151.75,20157.25,2566
2025-03-27 10:19:00-05:00,20157.0,20169.5,20155.75,20164.75,2574
2025-03-27 10:20:00-05:00,20164.5,20167.0,20142.25,20144.0,3474
2025-03-27 10:21:00-05:00,20144.0,20156.75,20141.25,20156.75,2702
2025-03-27 10:22:00-05:00,20156.75,20157.75,20139.25,20143.75,2457
2025-03-27 10:23:00-05:00,20144.25,20157.25,20143.0,20154.75,2716
2025-03-27 10:24:00-05:00,20154.5,20160.25,20154.5,20159.0,1626
2025-03-27 10:25:00-05:00,20158.75,20164.75,20149.5,20162.5,2767
2025-03-27 10:26:00-05:00,20161.75,20166.75,20153.75,20156.75,2185
2025-03-27 10:27:00-05:00,20156.5,20159.75,20146.5,20149.0,2026
2025-03-27 10:28:00-05:00,20149.25,20154.0,20142.5,20146.25,2105
2025-03-27 10:29:00-05:00,20146.75,20147.75,20130.75,20134.0,4071
2025-03-27 10:30:00-05:00,20133.5,20135.25,20105.25,20108.5,8784
2025-03-27 10:31:00-05:00,20108.25,20120.75,20104.0,20107.5,4888
2025-03-27 10:32:00-05:00,20108.0,20112.5,20098.5,20110.0,4155
2025-03-27 10:33:00-05:00,20110.5,20112.75,20093.75,20101.5,4577
2025-03-27 10:34:00-05:00,20101.0,20101.5,20091.25,20096.5,3640
2025-03-27 10:35:00-05:00,20096.5,20109.25,20094.75,20105.5,3781
2025-03-27 10:36:00-05:00,20105.5,20106.75,20092.75,20101.25,3660
2025-03-27 10:37:00-05:00,20101.5,20103.0,20086.0,20093.0,4439
2025-03-27 10:38:00-05:00,20093.25,20096.0,20079.75,20079.75,3891
2025-03-27 10:39:00-05:00,20080.0,20086.75,20073.25,20085.0,5427
2025-03-27 10:40:00-05:00,20084.25,20089.5,20072.25,20073.5,3789
2025-03-27 10:41:00-05:00,20073.25,20075.0,20060.5,20062.75,5075
2025-03-27 10:42:00-05:00,20062.25,20084.0,20059.75,20078.5,4762
2025-03-27 10:43:00-05:00,20078.5,20082.75,20070.25,20075.25,2663
2025-03-27 10:44:00-05:00,20075.0,20079.25,20063.25,20074.75,3757
2025-03-27 10:45:00-05:00,20074.75,20079.75,20062.75,20067.25,3985
2025-03-27 10:46:00-05:00,20067.25,20073.5,20060.0,20063.5,2965
2025-03-27 10:47:00-05:00,20063.0,20067.0,20049.25,20056.0,5421
2025-03-27 10:48:00-05:00,20055.75,20063.75,20049.5,20057.25,2966
2025-03-27 10:49:00-05:00,20057.25,20060.25,20048.25,20054.5,2880
2025-03-27 10:50:00-05:00,20054.25,20074.25,20053.75,20072.0,4157
2025-03-27 10:51:00-05:00,20071.75,20083.0,20071.75,20080.25,3859
2025-03-27 10:52:00-05:00,20080.0,20083.25,20062.5,20066.5,4148
2025-03-27 10:53:00-05:00,20066.5,20080.5,20065.5,20072.5,2753
2025-03-27 10:54:00-05:00,20072.0,20081.5,20069.0,20081.5,2080
2025-03-27 10:55:00-05:00,20081.5,20081.75,20069.0,20076.0,2357
2025-03-27 10:56:00-05:00,20076.25,20076.5,20063.0,20068.5,2424
2025-03-27 10:57:00-05:00,20068.0,20073.75,20061.0,20063.25,2293
2025-03-27 10:58:00-05:00,20063.0,20064.0,20046.0,20047.75,4452
2025-03-27 10:59:00-05:00,20047.75,20052.0,20041.5,20048.0,2942
2025-03-27 11:00:00-05:00,20048.0,20058.5,20039.0,20055.0,5503
2025-03-27 11:01:00-05:00,20055.25,20063.0,20045.0,20057.5,3447
2025-03-27 11:02:00-05:00,20058.0,20061.5,20047.0,20059.5,2345
2025-03-27 11:03:00-05:00,20059.0,20074.0,20058.75,20069.0,3920
2025-03-27 11:04:00-05:00,20069.25,20075.25,20066.75,20069.75,2359
2025-03-27 11:05:00-05:00,20069.0,20075.5,20062.5,20065.75,3011
2025-03-27 11:06:00-05:00,20066.0,20093.5,20064.5,20091.75,4912
2025-03-27 11:07:00-05:00,20091.5,20100.25,20082.5,20085.75,5346
2025-03-27 11:08:00-05:00,20086.0,20087.25,20074.5,20085.25,3407
2025-03-27 11:09:00-05:00,20085.0,20104.25,20083.75,20101.5,4101
2025-03-27 11:10:00-05:00,20101.75,20103.25,20079.25,20085.75,3751
2025-03-27 11:11:00-05:00,20086.0,20094.5,20080.25,20091.25,2336
2025-03-27 11:12:00-05:00,20091.0,20096.25,20084.75,20093.5,2039
2025-03-27 11:13:00-05:00,20093.75,20101.0,20087.25,20100.5,1917
2025-03-27 11:14:00-05:00,20100.25,20102.75,20094.75,20100.5,2164
2025-03-27 11:15:00-05:00,20100.25,20114.0,20095.5,20112.25,4135
2025-03-27 11:16:00-05:00,20112.25,20128.5,20112.25,20122.75,4844
2025-03-27 11:17:00-05:00,20123.25,20133.75,20122.75,20132.5,3259
2025-03-27 11:18:00-05:00,20132.75,20140.25,20130.25,20136.75,2919
2025-03-27 11:19:00-05:00,20136.5,20145.5,20134.0,20135.75,3234
2025-03-27 11:20:00-05:00,20135.75,20155.75,20135.0,20147.25,4865
2025-03-27 11:21:00-05:00,20147.25,20151.25,20130.25,20133.25,3837
2025-03-27 11:22:00-05:00,20133.5,20138.25,20124.25,20127.75,3240
2025-03-27 11:23:00-05:00,20128.0,20128.25,20116.0,20116.5,3422
2025-03-27 11:24:00-05:00,20116.75,20119.0,20110.25,20112.25,2352
2025-03-27 11:25:00-05:00,20112.5,20113.75,20092.5,20094.25,4673
2025-03-27 11:26:00-05:00,20094.25,20105.5,20088.75,20099.75,3815
2025-03-27 11:27:00-05:00,20099.75,20100.75,20086.5,20095.75,2650
2025-03-27 11:28:00-05:00,20096.0,20100.75,20089.0,20089.75,2058
2025-03-27 11:29:00-05:00,20089.25,20092.0,20073.0,20079.5,3876
2025-03-27 11:30:00-05:00,20079.25,20099.0,20078.0,20094.75,3741
2025-03-27 11:31:00-05:00,20094.25,20103.75,20091.5,20095.25,3096
2025-03-27 11:32:00-05:00,20095.75,20107.75,20094.25,20105.5,2417
2025-03-27 11:33:00-05:00,20105.75,20111.0,20102.5,20104.75,2392
2025-03-27 11:34:00-05:00,20104.5,20107.0,20086.25,20088.5,3439
2025-03-27 11:35:00-05:00,20089.25,20093.0,20077.0,20078.25,2895
2025-03-27 11:36:00-05:00,20077.75,20084.25,20074.25,20082.75,2463
2025-03-27 11:37:00-05:00,20082.5,20092.0,20069.25,20074.0,3917
2025-03-27 11:38:00-05:00,20074.0,20082.5,20070.5,20079.0,2312
2025-03-27 11:39:00-05:00,20078.5,20090.75,20078.25,20084.5,2051
2025-03-27 11:40:00-05:00,20084.25,20095.5,20077.5,20094.75,2277
2025-03-27 11:41:00-05:00,20094.5,20098.5,20090.0,20096.25,2047
2025-03-27 11:42:00-05:00,20096.0,20099.5,20086.75,20087.75,1964
2025-03-27 11:43:00-05:00,20086.75,20106.75,20084.25,20104.25,2971
2025-03-27 11:44:00-05:00,20104.5,20105.5,20086.0,20090.0,2138
2025-03-27 11:45:00-05:00,20090.25,20101.75,20083.0,20087.5,2477
2025-03-27 11:46:00-05:00,20087.0,20087.75,20079.5,20080.0,1828
2025-03-27 11:47:00-05:00,20080.25,20082.5,20065.75,20068.5,3741
2025-03-27 11:48:00-05:00,20068.25,20069.0,20053.5,20055.25,3516
2025-03-27 11:49:00-05:00,20055.25,20057.0,20045.75,20047.25,3594
2025-03-27 11:50:00-05:00,20047.5,20053.25,20028.25,20035.0,6677
2025-03-27 11:51:00-05:00,20035.5,20045.0,20025.25,20038.5,4292
2025-03-27 11:52:00-05:00,20038.5,20039.5,20025.5,20034.5,3316
2025-03-27 11:53:00-05:00,20034.25,20044.0,20032.25,20035.5,2983
2025-03-27 11:54:00-05:00,20035.25,20042.25,20029.75,20041.75,2230
2025-03-27 11:55:00-05:00,20041.5,20043.0,20026.75,20028.5,2848
2025-03-27 11:56:00-05:00,20028.0,20031.0,20018.0,20027.5,3952
2025-03-27 11:57:00-05:00,20027.5,20027.75,20011.0,20016.5,3129
2025-03-27 11:58:00-05:00,20016.75,20017.5,20006.75,20015.5,2854
2025-03-27 11:59:00-05:00,20015.5,20016.25,20006.5,20009.25,2093
2025-03-27 12:00:00-05:00,20008.5,20021.5,20007.25,20010.5,3976
2025-03-27 12:01:00-05:00,20010.5,20024.75,20008.75,20011.0,2446
2025-03-27 12:02:00-05:00,20010.75,20020.0,20001.75,20012.0,4638
2025-03-27 12:03:00-05:00,20012.5,20035.0,20009.75,20034.5,4393
2025-03-27 12:04:00-05:00,20034.75,20036.25,20025.0,20028.25,2925
2025-03-27 12:05:00-05:00,20028.25,20034.5,20014.75,20025.5,3251
2025-03-27 12:06:00-05:00,20025.5,20039.25,20019.25,20038.75,2620
2025-03-27 12:07:00-05:00,20038.5,20041.75,20035.25,20037.75,2640
2025-03-27 12:08:00-05:00,20037.75,20045.75,20037.0,20043.75,2176
2025-03-27 12:09:00-05:00,20043.75,20050.5,20038.5,20040.5,2439
2025-03-27 12:10:00-05:00,20040.25,20045.0,20033.5,20043.25,2394
2025-03-27 12:11:00-05:00,20043.25,20056.25,20040.25,20052.75,2918
2025-03-27 12:12:00-05:00,20052.5,20062.0,20049.25,20049.75,2782
2025-03-27 12:13:00-05:00,20050.25,20058.25,20049.25,20049.25,1394
2025-03-27 12:14:00-05:00,20049.75,20065.0,20049.5,20063.25,1826
2025-03-27 12:15:00-05:00,20063.5,20067.0,20059.0,20061.5,2291
2025-03-27 12:16:00-05:00,20061.5,20071.25,20060.5,20062.0,2499
2025-03-27 12:17:00-05:00,20062.25,20064.5,20056.25,20059.75,2234
2025-03-27 12:18:00-05:00,20059.75,20063.25,20054.25,20056.75,1406
2025-03-27 12:19:00-05:00,20057.0,20066.5,20048.75,20050.25,2704
2025-03-27 12:20:00-05:00,20050.5,20060.25,20044.5,20056.75,3277
2025-03-27 12:21:00-05:00,20056.75,20062.0,20047.5,20048.5,1772
2025-03-27 12:22:00-05:00,20048.5,20053.0,20034.25,20041.25,3389
2025-03-27 12:23:00-05:00,20040.75,20044.75,20032.0,20036.75,2499
2025-03-27 12:24:00-05:00,20037.25,20049.25,20033.0,20047.5,2238
2025-03-27 12:25:00-05:00,20048.0,20049.75,20030.0,20034.25,2694
2025-03-27 12:26:00-05:00,20033.75,20046.25,20028.5,20043.5,2598
2025-03-27 12:27:00-05:00,20043.5,20048.25,20032.0,20034.25,1981
2025-03-27 12:28:00-05:00,20033.75,20037.75,20027.0,20027.5,1874
2025-03-27 12:29:00-05:00,20027.75,20030.0,20006.75,20009.75,4426
2025-03-27 12:30:00-05:00,20009.75,20033.0,20006.25,20029.75,4352
2025-03-27 12:31:00-05:00,20029.5,20033.75,20017.25,20033.25,3160
2025-03-27 12:32:00-05:00,20033.5,20035.5,20021.25,20023.25,2426
2025-03-27 12:33:00-05:00,20023.25,20042.5,20023.25,20042.0,2476
2025-03-27 12:34:00-05:00,20041.75,20043.75,20026.75,20027.75,2214
2025-03-27 12:35:00-05:00,20027.75,20032.5,20022.75,20028.0,2035
2025-03-27 12:36:00-05:00,20028.25,20028.75,20007.25,20009.0,2756
2025-03-27 12:37:00-05:00,20009.25,20018.0,20004.25,20013.75,2937
2025-03-27 12:38:00-05:00,20013.5,20017.5,20007.75,20013.5,1845
2025-03-27 12:39:00-05:00,20013.0,20031.0,20012.75,20025.75,2861
2025-03-27 12:40:00-05:00,20025.75,20029.0,20016.75,20017.5,1829
2025-03-27 12:41:00-05:00,20017.5,20034.75,20015.75,20034.5,2445
2025-03-27 12:42:00-05:00,20034.25,20034.5,20021.75,20026.0,2007
2025-03-27 12:43:00-05:00,20026.25,20030.75,20020.25,20021.0,1329
2025-03-27 12:44:00-05:00,20020.75,20023.75,20015.0,20021.5,1575
2025-03-27 12:45:00-05:00,20021.5,20031.25,20021.25,20031.25,2236
2025-03-27 12:46:00-05:00,20031.25,20041.5,20025.75,20039.25,2467
2025-03-27 12:47:00-05:00,20039.25,20057.25,20039.0,20050.75,4980
2025-03-27 12:48:00-05:00,20050.25,20051.0,20033.75,20036.5,2640
2025-03-27 12:49:00-05:00,20036.0,20051.0,20035.0,20050.0,1978
2025-03-27 12:50:00-05:00,20050.5,20063.0,20049.0,20058.5,3629
2025-03-27 12:51:00-05:00,20058.0,20065.0,20043.75,20045.0,2866
2025-03-27 12:52:00-05:00,20044.75,20051.75,20033.25,20034.5,2495
2025-03-27 12:53:00-05:00,20035.0,20037.25,20017.25,20020.0,3513
2025-03-27 12:54:00-05:00,20019.5,20021.75,20007.0,20011.0,3394
2025-03-27 12:55:00-05:00,20011.0,20016.25,20008.75,20012.25,2360
2025-03-27 12:56:00-05:00,20012.25,20023.5,20012.25,20018.25,2104
2025-03-27 12:57:00-05:00,20018.0,20024.75,20013.5,20018.5,1811
2025-03-27 12:58:00-05:00,20018.0,20020.25,20009.25,20018.5,1654
2025-03-27 12:59:00-05:00,20018.0,20021.25,20010.5,20015.0,1113
2025-03-27 13:00:00-05:00,20015.25,20030.75,20010.75,20029.0,3269
2025-03-27 13:01:00-05:00,20029.5,20031.75,20016.75,20024.0,2455
2025-03-27 13:02:00-05:00,20024.25,20040.5,20024.0,20035.0,3284
2025-03-27 13:03:00-05:00,20034.5,20042.5,20033.0,20038.5,1866
2025-03-27 13:04:00-05:00,20038.5,20045.5,20030.75,20042.5,1724
2025-03-27 13:05:00-05:00,20042.5,20052.5,20042.25,20047.5,2683
2025-03-27 13:06:00-05:00,20048.0,20060.75,20047.75,20059.5,3105
2025-03-27 13:07:00-05:00,20060.25,20070.0,20058.0,20066.25,3142
2025-03-27 13:08:00-05:00,20066.0,20072.25,20051.5,20063.75,3716
2025-03-27 13:09:00-05:00,20064.0,20073.0,20056.0,20059.75,2396
2025-03-27 13:10:00-05:00,20059.75,20069.0,20056.75,20066.25,1810
2025-03-27 13:11:00-05:00,20066.5,20073.75,20052.5,20055.0,2612
2025-03-27 13:12:00-05:00,20055.0,20071.5,20052.75,20062.25,2099
2025-03-27 13:13:00-05:00,20062.5,20067.5,20053.5,20067.0,2078
2025-03-27 13:14:00-05:00,20067.5,20082.0,20067.25,20080.0,4046
2025-03-27 13:15:00-05:00,20080.0,20085.0,20070.0,20084.0,3235
2025-03-27 13:16:00-05:00,20084.0,20088.25,20077.75,20078.25,2847
2025-03-27 13:17:00-05:00,20078.0,20082.25,20069.25,20070.75,2369
2025-03-27 13:18:00-05:00,20070.75,20072.25,20056.75,20059.25,3600
2025-03-27 13:19:00-05:00,20059.25,20068.25,20056.75,20064.5,1764
2025-03-27 13:20:00-05:00,20063.75,20073.25,20059.75,20071.0,1822
2025-03-27 13:21:00-05:00,20071.25,20076.75,20068.5,20070.5,1763
2025-03-27 13:22:00-05:00,20070.5,20081.25,20069.75,20080.0,1616
2025-03-27 13:23:00-05:00,20080.0,20083.5,20073.5,20076.0,2172
2025-03-27 13:24:00-05:00,20076.25,20080.25,20053.75,20055.75,3454
2025-03-27 13:25:00-05:00,20055.75,20063.5,20043.5,20060.25,4415
2025-03-27 13:26:00-05:00,20059.75,20068.25,20052.5,20062.5,2768
2025-03-27 13:27:00-05:00,20061.0,20073.0,20059.25,20063.25,2438
2025-03-27 13:28:00-05:00,20062.75,20071.0,20055.75,20071.0,2056
2025-03-27 13:29:00-05:00,20070.5,20071.5,20055.0,20057.75,1632
2025-03-27 13:30:00-05:00,20057.75,20069.5,20050.75,20066.75,3086
2025-03-27 13:31:00-05:00,20067.0,20068.25,20054.0,20059.5,1946
2025-03-27 13:32:00-05:00,20060.0,20061.5,20047.5,20055.25,2431
2025-03-27 13:33:00-05:00,20055.5,20063.5,20038.0,20058.5,3520
2025-03-27 13:34:00-05:00,20058.75,20065.25,20055.5,20065.0,1437
2025-03-27 13:35:00-05:00,20065.0,20072.5,20060.0,20070.75,2479
2025-03-27 13:36:00-05:00,20070.0,20077.75,20058.25,20071.0,3695
2025-03-27 13:37:00-05:00,20070.75,20078.75,20064.75,20076.5,1900
2025-03-27 13:38:00-05:00,20077.25,20078.25,20059.25,20061.75,2188
2025-03-27 13:39:00-05:00,20061.25,20080.75,20060.25,20076.75,2075
2025-03-27 13:40:00-05:00,20076.75,20083.75,20072.25,20077.0,2056
2025-03-27 13:41:00-05:00,20077.0,20087.5,20070.25,20086.0,2103
2025-03-27 13:42:00-05:00,20085.75,20096.75,20085.75,20095.75,1364
